food_name,calories,carbs,protein,fat
바게트_프렌치마늘바게뜨,323,45.96,6.83,11.8
바게트_프렌치바게뜨,252,50.4,8.87,1.25
바게트_NEW 모닝바게뜨,258,51.58,8.95,1.21
바게트_NEW마늘바게뜨,308,51.7,8.3,6.79
바게트_갈릭바게뜨,375,45.0,7.5,17.5
바게트_달콤바삭연유바게뜨,374,48.35,6.59,17.03
바게트_명란바게뜨,350,41.25,7.5,17.5
바게트_스위트깜빠뉴,264,39.8,7.2,8.4
바게트_정통바게뜨,255,51.0,9.0,1.2
바게트_콘에그바게뜨,265,22.67,8.14,15.7
버거_1955 버거,217,18.18,10.98,11.36
버거_NBB 시그니처 버거,249,17.37,9.86,15.49
버거_NBB 어메이징 버거,257,13.12,11.35,17.73
버거_NBB 오리지널 버거,232,18.52,8.99,13.76
버거_그릴드불고기 버거,260,23.78,9.76,14.02
버거_더블불고기 버거,268,20.25,10.97,16.03
버거_더블치즈 버거,287,23.35,16.17,14.97
버거_더블쿼터파운더치즈 버거,280,15.64,18.18,16.36
버거_딥치즈 버거,215,16.01,14.95,10.07
버거_맥치킨 버거,254,23.3,10.19,13.59
버거_맥치킨모짜렐라 버거,254,25.94,10.58,12.29
버거_메가바이트 버거,304,21.76,8.8,20.37
버거_미트마니아 버거,246,13.77,12.13,15.74
버거_베이컨토마토디럭스 버거,231,21.86,11.74,11.34
버거_불고기 버거,247,11.67,8.33,10.56
버거_불고기 버거,246,28.05,8.54,11.04
버거_불고기 버거,245,26.35,8.38,11.98
버거_불싸이 버거,236,23.91,12.17,10.17
버거_빅맥 버거,261,22.42,12.11,13.9
버거_새우불고기 버거,238,26.59,7.54,11.23
버거_슈비 버거,201,23.79,7.43,8.55
버거_슈슈 버거,183,26.79,5.36,6.25
버거_스리라차치킨 버거,239,23.85,11.47,11.01
버거_스모키살사 버거,209,17.21,8.84,11.63
버거_싸이 버거,258,19.13,12.17,14.83
버거_싸이플렉스 버거,244,19.21,10.84,13.74
버거_언빌리버블 버거,228,17.16,13.31,11.95
버거_에그불고기 버거,221,19.82,9.46,11.71
버거_인크레더블 버거,240,19.23,12.18,12.6
버거_징거 더블다운맥스 버거,216,8.97,16.62,12.64
버거_징거 버거,201,5.23,13.19,8.04
버거_치즈 버거,277,30.43,13.91,11.3
버거_코울슬로치킨 버거,255,22.02,11.01,13.76
버거_쿼터파운더치즈 버거,271,21.21,15.66,14.14
버거_타워 버거,220,18.18,11.89,10.07
버거_통새우 버거,252,30.34,6.74,11.57
버거_할라피뇨통살 버거,236,18.73,10.11,13.45
버거_화이트갈릭 버거,235,16.78,15.1,11.91
버거_휠렛 버거,203,15.63,13.54,9.72
버거_갈릭바베큐치킨 버거,232,18.47,11.15,12.68
버거_갈릭붐 버거,208,5.47,3.43,2.65
버거_갈릭앤갈릭 버거,278,24.0,9.14,16.0
버거_골든맥앤치즈비프 버거,250,19.49,12.29,13.77
버거_골든맥앤치즈치킨 버거,217,23.53,10.03,9.1
버거_그릴드더블비프 버거,251,12.16,15.2,15.78
버거_그릴드비프 버거,242,16.74,12.02,14.03
버거_그릴드하와이 버거,192,5.49,2.86,1.88
버거_더머쉬룸 버거,206,4.61,3.02,2.37
버거_더블치즈 베이컨 시그니처 버거,242,16.67,10.96,14.47
버거_디럭스불고기 버거,260,23.31,10.17,13.98
버거_디아볼리 버거,204,5.81,3.24,2.63
버거_딥치즈싸이 버거,266,19.92,12.2,15.49
버거_마라싸이 버거,289,24.55,12.5,15.8
버거_맥스파이시상하이 버거,204,21.54,9.76,8.94
버거_맥크리스피디럭스 버거,223,22.68,8.55,11.15
버거_맥크리스피클래식 버거,290,29.06,11.33,14.78
버거_베스트포지션 버거,211,5.56,2.97,2.49
버거_비프스테이크 버거,274,18.15,13.33,16.44
버거_쉬림프싸이플렉스 버거,285,24.92,9.63,16.38
버거_스콜쳐 버거 플러스,271,22.26,8.9,16.1
버거_스파이시치킨 스낵랩,271,23.21,10.71,15.18
버거_아라비아따치즈 버거,256,21.36,13.27,13.07
버거_오리지널미트볼 버거,269,20.13,11.22,15.84
버거_징거 BLT 버거,210,15.06,13.51,10.81
버거_창녕갈릭비프 버거,250,22.96,10.0,13.33
버거_창녕갈릭치킨 버거,232,24.16,8.39,11.74
버거_청양마요미트볼 버거,265,21.59,11.96,14.55
버거_치즈인더트랩 버거,258,4.71,3.51,4.08
버거_치플레핫치킨 버거,234,21.03,9.23,12.31
버거_칠리새우 버거,245,27.5,7.0,11.9
버거_케이준비프 스낵랩,302,22.55,10.78,18.63
버거_콰트로 맥앤치즈 버거,282,20.63,10.76,17.04
버거_클래식포즈 버거,228,6.74,4.06,3.06
버거_탄두리싸이 버거,250,18.32,12.21,14.2
버거_텍사스레드 버거,184,5.44,3.06,1.93
버거_투머치 베이컨 버거,235,13.41,13.03,14.18
버거_트리플딥치즈비프 버거,251,15.54,13.55,15.14
버거_트리플딥치즈싸이 버거,242,19.85,11.4,12.94
버거_트리플치즈 버거,283,19.63,16.44,15.98
버거_페퍼로니피자 치킨 버거,240,16.6,12.15,13.77
버거_햄버거,263,32.67,12.87,8.91
버거_화이트갈릭싸이 버거,289,19.01,14.07,17.38
버터빵_버터롤,320,48.0,8.0,11.0
번_딸기번,424,62.11,8.42,15.79
번_로띠번,369,53.68,9.47,12.63
번_바닐라번,360,53.68,8.42,12.0
번_초코번,396,53.68,8.42,16.0
번_크림치즈번,359,55.24,8.57,16.0
번_플레이번 모카,337,54.02,9.2,8.05
번_플레이번 바닐라,343,54.02,9.2,9.2
번_호두카야번,401,55.24,8.57,15.24
번_모카크림 치즈번,337,28.42,7.37,12.63
번_옥수수콘크림번,316,37.93,5.75,16.09
번_카페모카빵,331,59.72,7.41,7.41
번_카페모카빵 (소),329,60.19,7.41,7.41
베이글_깜빠뉴 베이글,328,52.73,10.91,8.18
베이글_블루베리 베이글,291,58.18,9.09,2.73
베이글_블루베리 베이글,318,52.73,10.0,7.27
베이글_어니언 베이글,291,58.18,10.0,1.82
베이글_플레인 베이글,277,55.45,9.09,1.82
베이글_플레인 베이글,273,54.55,10.0,1.64
베이글_갈릭크림치즈 베이글,320,45.59,7.35,11.76
베이글_갈릭크림치즈 베이글(파베이크),329,44.29,7.14,12.86
베이글_멀티그레인 베이글,303,45.9,9.02,9.02
베이글_멀티그레인 베이글&허니월넛크림치즈,296,46.11,8.38,8.38
베이글_메이플피칸 베이글,276,44.83,7.76,7.76
베이글_무화과 크림치즈 베이글,285,45.7,6.7,8.4
베이글_바질 베이글,268,50.91,10.0,2.73
베이글_베이글 먹물치즈,249,49.52,9.52,1.43
베이글_베이글 크랜베리·호두,286,47.62,13.33,5.71
베이글_베이컨갈릭크림치즈,325,34.4,11.0,15.9
베이글_블랙올리브 베이글&어니언부추크림치즈,279,34.17,7.54,12.06
베이글_블랙올리브 베이글&어니언부추크림치즈(파베이크),292,37.5,7.29,11.98
베이글_블랙올리브 베이글(파베이크),288,50.0,7.5,5.83
베이글_블랙올리브치즈 베이글,274,44.44,7.94,6.35
베이글_블루베리 베이글,272,50.0,6.9,37.93
베이글_블루베리 베이글&허니월넛크림치즈,273,49.07,6.83,3.73
베이글_시금치바질&토마토크림치즈,271,38.54,7.32,9.76
베이글_시금치바질 베이글&플레인크림치즈,273,38.5,7.5,9.5
베이글_시금치바질 베이글&플레인크림치즈(파베이크),284,38.69,7.54,10.55
베이글_씨앗 베이글,289,47.97,8.94,6.5
베이글_씨앗 베이글&솔티드카라멜크림치즈,305,40.0,8.0,12.5
베이글_어니언 베이글,280,52.0,11.0,3.0
베이글_어니언 베이글,280,48.28,7.76,6.03
베이글_어니언 베이글&고추장아찌크림치즈,258,35.5,7.0,9.5
베이글_쪽파 베이컨 크림치즈 베이글,297,35.0,9.2,13.4
베이글_쫀득쫀득소시지 베이글,284,20.72,12.61,16.22
베이글_콘치즈피자 베이글,226,28.47,8.33,9.03
베이글_트러플치즈 베이글,273,50.0,10.0,3.18
베이글_플레인 베이글,260,51.0,12.0,1.1
베이글_플레인 베이글,267,50.0,7.76,3.53
베이글_플레인 베이글&솔티드카라멜크림치즈,300,36.92,7.18,13.33
베이글_플레인 베이글&솔티드카라멜크림치즈(파베이크),327,39.7,7.54,15.08
베이글_플레인 베이글&허니월넛크림치즈(파베이크),290,51.22,7.93,5.49
베이글_플레인 베이글(파베이크),300,54.17,8.33,5.0
샌드위치_B.E.L.T. 샌드위치,222,25.38,7.95,9.85
샌드위치_B.L.T 샌드위치,225,30.29,8.3,7.88
샌드위치_그릭치킨 샌드위치,184,22.22,12.22,5.0
샌드위치_단호박크림치즈 샌드위치,181,23.36,4.38,7.66
샌드위치_잉글리쉬 머핀 샌드위치,218,24.17,11.67,8.33
샌드위치_크랜베리치킨 샌드위치,197,20.9,7.79,9.02
샌드위치_토마토모짜렐라 샌드위치,247,18.54,10.67,14.61
샌드위치_햄치즈 샌드위치,185,27.56,5.51,5.91
샌드위치_버터품은 설탕치즈 크로와상 샌드위치,293,32.5,8.75,20.0
샌드위치_볼빨간 생딸기 생크림 크로와상 샌드위치,186,19.35,3.23,4.52
샌드위치_살라미에멘탈 샌드위치,208,25.1,7.7,8.5
샌드위치_여봉 잠봉뵈르 먹어 크로와상 샌드위치,367,22.0,13.0,24.0
샌드위치_토마토아이올리 샌드위치,221,20.5,9.5,11.2
샌드위치_햄치토 크로와상 샌드위치,137,12.61,3.48,8.26
소보로빵_소보로빵,356,54.2,9.3,11.3
소보로빵_PB달콤한크림정통소보루,364,46.36,7.27,17.27
소보로빵_PB정통소보루,388,55.0,8.75,15.0
소보로빵_밤소보루맘모스,288,48.21,7.14,8.93
소보로빵_밤소보루맘모스 (H),289,47.86,6.43,8.57
소보로빵_소보루 완두앙금빵,248,44.76,5.71,5.71
소보로빵_소보루생크림빵,355,40.0,6.36,19.09
소세지빵_소시지소프트프랑스,315,25.31,9.88,19.14
소세지빵_NEW추억의소시지빵,262,25.38,5.38,15.38
소세지빵_길어서 더 든든한 롱롱소시지빵,292,26.79,10.12,16.07
소세지빵_탱글탱글 뽀드득 소시지,250,24.63,10.45,12.69
소세지빵_허니마요 소세지,321,26.6,11.0,18.9
스콘_고메버터 스콘,428,46.3,5.4,24.6
스콘_리얼초코 스콘,446,48.0,6.5,25.3
스콘_블루베리 스콘,412,47.6,4.9,22.4
스콘_라즈베리 스콘,408,45.8,5.1,22.7
스콘_제주봄빛말차 스콘,441,48.0,6.7,24.7
식빵_담백하고 쫄깃한 뜯어먹는 식빵 (H),265,44.0,7.0,6.0
식빵_뜯어먹는롤치즈브레드 (H),287,36.73,9.09,11.27
식빵_모카크림식빵 (H),393,47.33,6.0,20.67
식빵_모카크림식빵,395,47.0,6.0,20.67
식빵_오렌지 크림치즈롤,303,38.5,6.7,13.6
식빵_크랜베리캄파뉴 식빵,271,47.7,7.1,5.7
식빵_스윗 밀크 브레드,351,48.0,8.6,13.8
식빵_NEW 모닝토스트,370,48.0,8.0,16.0
식빵_고구마슈크림식빵,222,36.1,5.42,6.5
식빵_고소한 소보루데니쉬식빵,352,52.19,7.19,12.81
식빵_고소한 소보루데니쉬식빵 (H),353,51.88,7.5,12.5
식빵_달콤향긋한시나몬식빵,362,52.99,5.97,14.93
식빵_담백하고 쫄깃한 뜯어먹는 식빵,265,44.0,7.0,6.0
식빵_뜯어먹는롤치즈브레드,286,36.73,8.91,11.09
식빵_러스크,400,50.0,5.0,20.0
식빵_블랙올리브탕종식빵,258,43.6,7.11,6.16
식빵_소화가 잘되는 식빵,311,47.9,9.1,9.2
식빵_시나몬모닝토스트,385,50.0,7.0,15.0
식빵_인생 식빵,269,48.8,9.4,4.0
식빵_촉촉함을 담은 쫄깃한 식빵,280,47.0,9.0,6.0
식빵_카야넛 쌀식빵,333,49.5,10.2,10.5
식빵_통밀 씨드 식빵,336,41.5,12.1,13.5
앙금빵_앙금빵의 정석 망고,298,63.33,6.67,1.5
앙금빵_앙금빵의 정석 메론,298,65.0,6.67,1.33
와플_블루베리 크림치즈 크로플,63,9.09,1.13,2.5
와플_애플 시나몬 크로플,133,9.65,2.28,5.82
와플_플레인 크로플,45,6.31,0.91,1.8
찰떡빵_찹쌀고구마,274,45.5,4.8,8.1
츄러스_스틱츄,370,51.43,5.14,16.0
츄러스_시나몬츄라이,484,55.56,5.56,26.67
츄러스_어니언츄라이,502,50.56,6.11,30.56
츄러스_초코필링츄,400,55.81,5.58,17.21
츄러스_츄러스,355,50.0,5.0,15.0
츄러스_치즈스틱츄,367,52.0,5.14,15.43
츄러스_치즈츄러스,355,50.0,5.0,15.0
츄러스_케이준츄라이,478,53.33,6.11,26.67
츄러스_고구마 필링 롱츄,398,61.46,5.21,14.58
츄러스_달콤 허니버터 스틱츄,322,50.83,4.9,10.8
츄러스_레인보우 초코 링츄,370,59.39,6.71,11.59
츄러스_바삭 후레이크 링츄,374,52.93,6.71,11.5
츄러스_버터 갈릭 스틱츄,304,50.1,5.1,11.09
츄러스_슈크림 필링 롱츄,356,51.02,5.51,14.59
츄러스_스틱 츄러스,316,48.89,5.22,11.06
츄러스_스페셜링츄 세트 (8개입),325,52.19,5.7,10.34
츄러스_스페셜스틱 세트 (10개입),325,46.59,5.5,12.9
츄러스_아몬드초코 링츄,406,57.0,9.11,12.0
츄러스_오레오 롱츄,350,53.66,6.95,11.83
츄러스_오레오 스틱츄,325,50.52,5.21,11.24
츄러스_오레오 초코 링츄,356,56.95,1.71,11.1
츄러스_오리지널 롱츄,327,46.3,4.79,13.56
츄러스_오리지널 링츄,455,70.0,9.14,15.43
츄러스_쫀듸기,347,67.32,7.0,5.49
츄러스_초콜릿 스틱츄,366,52.18,5.56,15.0
츄러스_초콜릿 필링 롱츄,313,51.75,4.27,10.1
츄러스_츄러스,375,55.56,2.78,16.67
츄러스_츄로독,289,27.09,9.39,15.87
츄러스_치즈 스틱츄,334,49.95,5.21,12.49
츄러스_치즈 시즈닝 링츄,327,50.56,6.39,11.11
츄러스_컵츄볶이,273,38.1,7.47,10.06
츄러스_콘소메 스틱츄,320,50.83,5.36,12.4
츄러스_크리미 인절미 링츄,368,55.42,8.31,12.89
츄러스_크림치즈 필링 롱츄,387,50.41,5.51,18.06
츄러스_톡톡 슈팅스타 링츄,380,60.25,7.22,12.15
츄러스_흑임자 링츄,414,62.53,6.96,14.52
치아바타_블랙올리브치즈 치아바타,276,45.95,7.57,6.49
치즈빵_양파치즈브레드,327,35.77,8.54,16.26
치즈빵_치즈듬뿍어니언,444,40.0,9.38,17.5
치즈빵_치즈 푸가스,324,46.3,11.2,10.4
치즈빵_고다치즈와 체다치즈를 넣은 롤치즈빵,311,47.41,9.63,9.63
치즈빵_고소짭짤 햄치즈브레드,294,35.0,10.0,12.5
치즈빵_미니호두아몬드크림치즈빵 (5개입),332,40.15,8.76,16.06
치즈빵_쫀득치즈스틱,350,46.67,2.5,16.67
치즈빵_쫀득치즈스틱 (3개입),356,47.78,2.22,17.78
치즈빵_톡톡콘치즈브레드,286,25.0,8.33,16.67
치즈빵_톡톡콘치즈브레드 (2개입),289,25.0,8.33,17.26
치즈빵_트리플치즈캐슈넛,294,41.96,10.49,9.09
치즈빵_트리플치즈캐슈넛&스위트콘크림치즈,270,33.77,8.77,10.96
치즈빵_호두아몬드크림치즈빵,332,40.15,8.76,16.06
카스텔라_생크림 카스텔라,349,35.71,5.36,20.54
카스텔라_우유생크림 카스테라,329,37.14,5.71,18.1
케이크_가나슈초콜릿 케이크 (조각),350,41.11,4.44,26.67
케이크_고구마반생크림반 케이크,220,25.0,3.0,12.0
케이크_너트 브라우니,449,48.24,5.88,25.88
케이크_듬뿍생딸기생크림 케이크 (12CM),265,24.0,3.0,18.0
케이크_듬뿍생딸기생크림 케이크 (15CM),265,25.0,3.0,17.0
케이크_딸기&치즈 케이크 (조각),275,25.0,4.0,18.0
케이크_레몬 슈가 파운드 케이크,431,54.4,5.6,21.6
케이크_말렌카 케이크 월넛,394,47.0,6.5,20.0
케이크_말렌카 케이크 코코아,408,48.0,6.7,21.0
케이크_블랙포레스트 케이크 (조각),311,25.56,4.44,22.22
케이크_블레싱초코베리 케이크,240,19.0,4.0,16.0
케이크_블루베리요거트 케이크,295,23.0,4.0,21.0
케이크_빅토리아 케이크,419,44.2,4.6,24.9
케이크_생딸기요거트 케이크,265,25.0,4.0,17.0
케이크_생딸기치즈 케이크,250,18.0,3.0,18.0
케이크_세븐컬러스 조각 케이크,320,27.0,5.0,22.0
케이크_스트로베리서프라이즈 케이크,275,22.0,3.0,19.0
케이크_스틱 치즈 케이크,320,30.0,8.0,18.0
케이크_우유가득생크림 케이크 1호,250,21.0,3.0,17.0
케이크_우유가득생크림 케이크 2호,250,21.0,4.0,17.0
케이크_우유듬뿍생크림 케이크(블라썸) 1호,260,20.0,4.0,18.0
케이크_우유듬뿍생크림 케이크(블라썸) 2호,255,21.0,4.0,17.0
케이크_우유듬뿍생크림 케이크(블라썸) 3호,265,21.0,4.0,18.0
케이크_우유듬뿍생크림 케이크(선샤인) 1호,260,21.0,3.0,18.0
케이크_우유듬뿍생크림 케이크(선샤인) 2호,260,21.0,4.0,18.0
케이크_우유듬뿍생크림 케이크(선샤인) 3호,265,22.0,4.0,18.0
케이크_우유듬뿍생크림 케이크(선샤인) 6호,270,21.0,4.0,19.0
케이크_우유퐁당생크림 케이크 1호,270,23.0,4.0,19.0
케이크_우유퐁당생크림 케이크 2호,275,24.0,4.0,19.0
케이크_카라멜 호두 파운드 케이크,499,40.0,7.27,20.91
케이크_쿠키 앤 크림 스틱 치즈 케이크,350,34.0,8.0,20.0
케이크_클래식 치즈 케이크 (조각),306,24.44,6.67,20.0
케이크_허니 케이크,467,42.6,7.7,29.5
케이크_기분이 초코 생크림,328,27.78,4.44,23.33
케이크_꿀고구마 생크림 케이크,235,26.0,3.0,14.0
케이크_딸기 블라썸 케이크,280,19.0,3.0,18.0
케이크_마스카포네 티라미수,270,23.0,4.0,22.0
케이크_마이넘버원,280,24.0,4.0,19.0
케이크_망고 크레이프 볼,246,20.0,3.85,17.69
케이크_무화과파운드,421,52.7,5.1,21.1
케이크_바스크 치즈 케이크,362,29.94,5.39,24.55
케이크_바스크 치즈 케이크,330,21.43,5.36,25.0
케이크_바스크치즈 케이크,337,18.5,5.5,27.0
케이크_보랏빛 블루베리 쉬폰,265,29.0,3.0,16.0
케이크_브라우니,496,39.5,8.3,33.9
케이크_블레싱레드베리 (4단),200,18.0,3.0,13.0
케이크_블루베리크로넛,382,39.7,7.2,21.6
케이크_사르르 연유수플레,325,30.0,5.0,20.0
케이크_산딸기크로넛,390,38.6,7.0,22.9
케이크_상큼한 블루베리쉬폰,280,29.0,3.0,17.0
케이크_생딸기 레어치즈 타르트 (조각),275,22.5,4.17,18.33
케이크_생딸기 프레지에,280,21.0,4.0,20.0
케이크_스트로베리 굿굿 생크림,281,25.0,3.75,18.75
케이크_시나몬크로넛,397,46.8,8.0,19.8
케이크_우리쌀 막걸리로 만든 강낭콩참쑥빵,211,46.67,4.85,0.55
케이크_우리쌀 막걸리로 만든 우리 오미자빵,214,47.27,4.85,0.61
케이크_진한크림치즈 가득 클래식 치즈 케이크,325,26.0,7.0,22.0
케이크_초코 블라썸 케이크,325,28.0,4.0,23.0
케이크_초코바닐라 마블쉬폰,315,30.0,4.0,20.0
케이크_초코반 딸기반,290,25.0,4.0,20.0
케이크_초코생크림뉴욕롤,436,43.02,5.81,25.58
케이크_초코크로넛,409,43.6,8.0,22.5
케이크_클래식 고구마 케이크,315,38.0,4.0,17.0
케이크_클래식쇼콜라,429,44.3,7.7,24.5
케이크_티라미수,295,26.6,5.0,18.7
케이크_흑임자바스크치즈 케이크,344,18.5,6.0,27.5
크로와상_고구마크로,341,56.1,7.32,10.0
크로와상_로띠크로,388,51.67,8.33,17.0
크로와상_블루베리크로,356,50.53,5.26,14.0
크로와상_사과크로,377,55.79,5.26,15.0
크로와상_산딸기크로,353,56.84,5.26,12.0
크로와상_슈크림크로,318,41.05,5.26,15.0
크로와상_슬라이스햄치즈크로,391,41.46,9.76,21.0
크로와상_초코트위스트크로,425,53.33,8.0,20.0
크로와상_크랜베리크로,417,59.38,6.25,17.0
크로와상_통팥크로,360,52.44,7.32,13.0
크로와상_기분좋은 초콜릿 크로와상,358,46.15,7.69,13.85
크로와상_누텔라 초코 바나나 크로와상,201,33.6,3.2,4.8
크로와상_달콤한크림크라상,405,36.84,7.37,26.32
크로와상_초코크림 생딸기 크로와상,188,20.0,3.23,4.52
크로와상_프렌치크라상,453,45.28,7.55,26.42
크로켓(고로케)_꽃맛살 고로케,295,29.52,6.67,16.19
크로켓(고로케)_매콤아삭 고로케,273,32.73,6.36,12.73
크로켓(고로케)_명품잡채 고로케,275,30.0,5.83,15.0
크로켓(고로케)_야채감자 고로케,304,32.17,6.09,16.52
크로켓(고로케)_매콤마라모찌 (6개입),313,44.44,1.39,19.44
크로켓(고로케)_오븐에구운 고로케,263,26.6,5.7,14.9
크로켓(고로케)_하와이안 비프,233,29.3,8.8,9.0
크로켓(고로케)_화끈한 마라고로케,310,33.0,7.0,17.0
크림빵_슈크림빵,298,44.05,7.14,10.71
크림빵_요구르트 슈스틱,275,21.67,5.0,20.0
크림빵_우유크림슈,304,21.74,4.35,21.74
크림빵_단팥생크림빵,297,38.21,4.88,13.82
크림빵_메론크림빵,322,47.12,5.77,12.5
크림빵_바닐라 우유 크림슈,326,13.04,4.35,26.09
크림빵_보슬보슬옥수수크림빵,344,41.11,6.67,16.67
크림빵_생크림메론크림빵,328,43.1,5.17,14.66
크림빵_옥수수콘크림샌드,313,38.26,6.09,14.78
크림빵_왕구름크림빵,359,45.31,6.12,17.14
크림빵_인생 딸기생크림빵,329,40.0,5.71,17.14
크림빵_추억의 고구마생크림빵,368,42.73,6.36,17.27
크림빵_쿠키슈 생크림,343,40.0,4.29,18.57
크림빵_쿠키슈 커스터드초코크림,427,48.57,8.57,20.0
크림빵_쿠키슈 커스터드크림,377,44.29,4.29,15.71
크림빵_쿠키슈 황치즈크림,386,58.57,8.57,15.71
타르트_뉴욕치즈타르트,390,32.0,8.0,26.0
타르트_에그타르트,297,38.1,5.9,13.4
타르트_에그타르트,280,28.0,4.0,16.0
타르트_호두듬뿍타르트,430,42.0,8.0,26.0
타르트_오렌지타르트,248,26.27,3.82,14.23
토스트_햄 치즈 프렌치 토스트,312,28.13,10.0,17.5
토스트_누텔라 바나나 토스트,208,36.3,3.42,5.48
토스트_전여친 생각 토스트,379,58.82,5.88,13.24
토스트_카야 버터치즈 반반 토스트,285,43.16,6.32,11.58
토스트_카야버터 토스트,321,43.16,5.26,13.68
토스트_카야치즈 토스트,249,43.16,7.37,8.42
파이/만주_로스팅호두로더고소한호두파이 (조각),402,44.64,7.14,23.21
파이/만주_생크림 가득 파이,358,33.9,5.4,22.3
파이/만주_클래식애플파이,313,34.67,4.0,18.67
파이/만주_다크초콜릿롤,417,41.9,7.3,24.5
파이/만주_달콤한딸기롤파이,371,51.61,3.23,16.13
파이/만주_달콤한딸기롤파이 (2개입),363,50.0,3.23,16.13
파이/만주_달콤한딸기롤파이 (3개입),366,22.58,3.23,16.13
파이/만주_달콤한딸기롤파이 (4개입),363,23.39,3.23,16.13
파이/만주_달콤한딸기롤파이 (5개입),365,50.97,3.23,16.13
파이/만주_빨미까레 녹차,438,48.75,6.25,22.5
파이/만주_빨미까레 초코,455,48.75,6.25,25.0
파이/만주_빨미까레 쿠앤크,403,45.0,6.25,21.25
파이/만주_쌀콩만주,328,63.3,8.5,4.5
파이/만주_진한크림치즈롤파이,375,34.38,6.25,25.0
팥빵_단팥빵,250,45.45,7.27,4.55
팥빵_호두과자,258,43.33,15.0,3.33
팥빵_호두단팥빵,261,45.22,6.96,6.09
팥빵_소보루단팥빵,356,50.0,7.1,17.9
팥빵_추억의 팥절미빵,273,40.4,9.09,12.12
팥빵_호두통팥,362,42.3,9.7,17.1
페이스트리_미니초코칩트위스트,409,45.45,4.55,22.73
페이스트리_갈릭고구마페스츄리,329,39.05,4.76,17.14
페이스트리_롤링 페이스트리,383,34.9,6.1,24.3
페이스트리_미니소시지페스츄리,396,25.0,8.33,29.17
페이스트리_블루베리 크림치즈 페스츄리,392,32.53,6.02,15.66
